transcript,position,selCoef,T0_AF
TRINITY_DN25925_c3_g1_i6,54,0.167930206814154,0.0565
TRINITY_DN25925_c3_g1_i6,64,0.146047733946598,0.9145
TRINITY_DN25925_c3_g1_i6,72,0.158591060033541,0.9275
TRINITY_DN25950_c2_g1_i2,621,0.164226476443246,0.933
TRINITY_DN25969_c4_g1_i5,1145,0.146294267734679,0.038
TRINITY_DN25977_c11_g1_i3,331,0.205265670999697,0.0155
TRINITY_DN25977_c11_g1_i3,519,0.170967203981836,0.834
TRINITY_DN25979_c5_g2_i1,179,0.123844119717892,0.9535
TRINITY_DN26029_c4_g1_i1,181,0.0762612399395278,0.5235
TRINITY_DN26051_c4_g2_i2,643,0.123191930113363,0.814
TRINITY_DN26058_c5_g1_i1,279,0.173868012202,0.938
TRINITY_DN26063_c2_g1_i1,493,0.185327012796261,0.017
TRINITY_DN26082_c6_g5_i2,496,0.15923009543167,0.925
TRINITY_DN26085_c10_g1_i3,310,0.106774813621842,0.008
TRINITY_DN26144_c5_g1_i4,864,0.127273088619388,0.0285
TRINITY_DN26147_c8_g1_i1,21,0.115555460581494,0.9455
TRINITY_DN26150_c4_g2_i2,155,0.096221124558089,0.7455
TRINITY_DN26150_c5_g1_i7,101,0.193144774495179,0.0855
TRINITY_DN26188_c7_g1_i2,79,0.0940448390699565,0.743
TRINITY_DN26188_c7_g1_i2,111,0.211682981938898,0.8705
TRINITY_DN26209_c2_g1_i2,624,0.0686535579686471,0.582
TRINITY_DN26210_c1_g1_i3,422,0.103565522578595,0.707
TRINITY_DN26219_c3_g4_i1,159,0.129332742161457,0.0265
TRINITY_DN26237_c10_g4_i1,359,0.0743851451403671,0.123
TRINITY_DN26279_c1_g1_i1,277,0.0757425092672621,0.7885
TRINITY_DN26287_c3_g1_i2,86,0.0962200109226731,0.612
TRINITY_DN26287_c3_g1_i2,95,0.0842872079762476,0.292
TRINITY_DN26287_c3_g1_i2,104,0.0850024369604687,0.599
TRINITY_DN26295_c3_g1_i1,76,0.181201614087991,0.931
TRINITY_DN26295_c6_g1_i1,43,0.137543369415999,0.944
TRINITY_DN26313_c6_g1_i1,162,0.185902300143058,0.92
TRINITY_DN26322_c1_g1_i1,738,0.15017584035482,0.933
TRINITY_DN26379_c8_g1_i1,915,0.136996579299876,0.842
TRINITY_DN26386_c6_g1_i1,93,0.125242835496286,0.956
TRINITY_DN26433_c4_g1_i2,170,0.186704659412616,0.9155
TRINITY_DN26440_c4_g1_i8,318,0.196041327724244,0.0185
TRINITY_DN26440_c4_g1_i8,323,0.150985108224794,0.019
TRINITY_DN26470_c8_g1_i2,354,0.108015723191209,0.832
TRINITY_DN26474_c2_g1_i1,465,0.082985746237987,0.588
TRINITY_DN26488_c0_g1_i14,220,0.153488915801488,0.0065
TRINITY_DN26493_c11_g1_i1,154,0.102495205494788,0.929
TRINITY_DN26494_c9_g4_i3,95,0.133576230905239,0.8685
TRINITY_DN26528_c4_g1_i6,341,0.101908148748316,0.811
TRINITY_DN26548_c5_g5_i3,150,0.104421389863709,0.8145
TRINITY_DN26604_c5_g1_i4,80,0.17466431812324,0.845
TRINITY_DN26607_c3_g1_i3,1810,0.147210734443553,0.0305
TRINITY_DN26629_c1_g2_i3,259,0.0659251324953857,0.4395
TRINITY_DN26629_c1_g2_i3,345,0.0812274282460294,0.748
TRINITY_DN26634_c3_g2_i4,84,0.114856591679866,0.1525
TRINITY_DN26680_c5_g2_i11,260,0.117831525412093,0.085
TRINITY_DN26701_c0_g1_i1,322,0.067419024322133,0.653
TRINITY_DN26785_c7_g1_i8,51,0.079357307717761,0.8545
TRINITY_DN26794_c5_g2_i3,175,0.209281457541884,0.036
TRINITY_DN26818_c9_g1_i2,739,0.0634203737356984,0.6905
TRINITY_DN26838_c2_g2_i2,215,0.207072998627877,0.8325
TRINITY_DN26847_c5_g3_i1,1100,0.12935648637948,0.804
TRINITY_DN26848_c5_g2_i1,10,0.0724747656109277,0.612
TRINITY_DN26904_c4_g1_i5,26,0.0709051179545519,0.159
TRINITY_DN26939_c0_g4_i4,818,0.0912532736515738,0.744
TRINITY_DN26939_c0_g4_i4,824,0.0901980590792619,0.7325
TRINITY_DN26939_c0_g4_i4,842,0.0974874858796047,0.5975
TRINITY_DN26994_c3_g1_i10,205,0.143157556398862,0.907
TRINITY_DN27006_c5_g1_i5,550,0.100876023048392,0.74
TRINITY_DN27020_c3_g1_i3,415,0.0951938124750611,0.8265
TRINITY_DN27028_c7_g1_i1,140,0.151013427273454,0.9595
TRINITY_DN27053_c1_g1_i3,139,0.117092787976261,0.0285
TRINITY_DN27096_c4_g1_i2,95,0.238650226960407,0.4445
TRINITY_DN27119_c1_g1_i1,36,0.0737351600328402,0.7015
TRINITY_DN27183_c0_g1_i3,359,0.133603628741461,0.82
TRINITY_DN27209_c1_g1_i4,62,0.182552750445027,0.9445
TRINITY_DN27209_c1_g1_i4,64,0.209735366784854,0.9165
TRINITY_DN27225_c0_g1_i4,492,0.116374378500134,0.035
TRINITY_DN27259_c1_g2_i11,58,0.079313731804088,0.1635
TRINITY_DN27276_c3_g1_i13,53,0.131683447873209,0.4405
TRINITY_DN27276_c3_g1_i13,613,0.0938274149896901,0.29
TRINITY_DN27276_c3_g1_i13,635,0.144919389519647,0.043
TRINITY_DN27276_c3_g1_i9,341,0.0757698670548906,0.433
TRINITY_DN27276_c3_g1_i9,354,0.112431227448405,0.457
TRINITY_DN27276_c3_g1_i9,370,0.0902191654103478,0.3155
TRINITY_DN27288_c3_g1_i4,308,0.0615356971848605,0.615
TRINITY_DN27298_c1_g1_i1,56,0.118799415701574,0.0175
TRINITY_DN27324_c3_g2_i1,58,0.0234393182739776,0.2415
TRINITY_DN27343_c3_g1_i3,224,0.140251521787848,0.945
TRINITY_DN27351_c5_g1_i1,738,0.153960406055632,0.919
TRINITY_DN27366_c1_g1_i16,310,0.12261817679015,0.039
TRINITY_DN27382_c2_g1_i20,230,0.0718082745907684,0.4825
TRINITY_DN27382_c2_g1_i20,238,0.129500679175736,0.5725
TRINITY_DN27447_c0_g1_i3,971,0.0800913469108974,0.714
TRINITY_DN27452_c2_g2_i2,306,0.105880753726131,0.761
TRINITY_DN27494_c4_g4_i1,260,0.179647457462865,0.924
TRINITY_DN27521_c5_g2_i1,1179,0.134503681565897,0.283
TRINITY_DN27521_c5_g2_i1,1193,0.181846590471741,0.037
TRINITY_DN27521_c5_g2_i1,1195,0.10505227430077,0.532
TRINITY_DN27521_c5_g2_i1,1209,0.144811195711818,0.0085
TRINITY_DN27566_c1_g2_i2,71,0.0953552776830469,0.0245
TRINITY_DN27580_c5_g1_i1,370,0.120772196856035,0.0055
TRINITY_DN27589_c2_g1_i3,1527,0.229969925799647,0
TRINITY_DN27657_c3_g1_i7,1464,0.09161727587699,0.113
TRINITY_DN27669_c4_g1_i2,617,0.165918656081791,0.027
TRINITY_DN27698_c5_g1_i1,102,0.177657910824836,0.8975
TRINITY_DN27707_c7_g1_i2,24,0.122272968382369,0.8745
TRINITY_DN27709_c6_g1_i8,247,0.0672031242164282,0.412
TRINITY_DN27717_c0_g1_i4,915,0.126407548089386,0.006
TRINITY_DN27727_c6_g2_i1,553,0.0806333194464897,0.794
TRINITY_DN27750_c5_g2_i1,124,0.141334163349617,0.0295
TRINITY_DN27750_c5_g2_i1,436,0.204082458716558,0.0195
TRINITY_DN27750_c5_g2_i1,452,0.0790979093792491,0.0765
TRINITY_DN27750_c5_g2_i1,487,0.10677271797476,0.076
TRINITY_DN27811_c2_g1_i3,517,0.186727344665935,0.891
TRINITY_DN27819_c7_g1_i1,59,0.122607647339664,0.851
TRINITY_DN27819_c7_g1_i1,61,0.143312418348425,0.8345
TRINITY_DN27845_c10_g1_i5,118,0.081076428611333,0.644
TRINITY_DN27872_c7_g1_i4,755,0.217150923062739,0.0245
TRINITY_DN27969_c3_g1_i3,15,0.055618681655421,0.3725
TRINITY_DN28030_c2_g1_i4,1542,0.0794943188523101,0.262
TRINITY_DN28030_c2_g1_i4,1548,0.119241842075916,0.2645
TRINITY_DN28032_c0_g1_i1,30,0.16640196654528,0.953
TRINITY_DN28060_c5_g2_i1,900,0.0721053517125531,0.324
TRINITY_DN28078_c6_g1_i7,812,0.0600097196832216,0.666
TRINITY_DN28107_c7_g1_i1,1384,0.179694285939706,0.9365
TRINITY_DN28116_c5_g1_i6,210,0.145566308313851,0.884
TRINITY_DN28131_c6_g2_i1,158,0.141049939450481,0.012
TRINITY_DN28154_c6_g1_i1,389,0.0725882211381179,0.511
TRINITY_DN28163_c6_g2_i5,254,0.114582430931561,0.8175
TRINITY_DN28272_c4_g1_i1,51,0.164473581137359,0
TRINITY_DN28347_c9_g3_i1,212,0.11409084904055,0.242
TRINITY_DN28388_c6_g1_i3,164,0.10484206970695,0.0395
TRINITY_DN28403_c3_g1_i3,255,0.0941492948503939,0.714
TRINITY_DN28422_c2_g1_i2,975,0.0961984239480025,0.7625
TRINITY_DN28452_c3_g1_i3,758,0.173977787996214,0.938
TRINITY_DN28455_c3_g2_i3,644,0.179872036323193,0.85
TRINITY_DN28459_c6_g1_i2,95,0.0757332406330744,0.414
TRINITY_DN28467_c7_g1_i1,201,0.101429346729487,0.0669999999999999
TRINITY_DN28524_c4_g3_i1,32,0.0890661749004454,0.6585
TRINITY_DN28524_c4_g3_i1,76,0.139995661715442,0.546
TRINITY_DN28541_c4_g1_i2,40,0.0999495759662876,0.366
TRINITY_DN28561_c4_g1_i1,56,0.0664465299286362,0.335
TRINITY_DN28561_c5_g1_i3,830,0.110822179830624,0.2915
TRINITY_DN28574_c1_g3_i1,37,0.128075419001732,0.9165
TRINITY_DN28583_c7_g1_i3,673,0.0652270655002056,0.1685
TRINITY_DN28593_c0_g3_i6,247,0.0713582531903783,0.1965
TRINITY_DN28593_c0_g3_i6,532,0.0982103440179115,0.569
TRINITY_DN28595_c4_g1_i6,68,0.0896672902416634,0.6735
TRINITY_DN28612_c0_g2_i1,397,0.0561740496104652,0.3515
TRINITY_DN28631_c7_g1_i22,198,0.137556359959917,0.3425
TRINITY_DN28636_c0_g2_i1,695,0.137756269297256,0.897
TRINITY_DN28671_c4_g1_i7,257,0.170017557241417,0.015
TRINITY_DN28680_c0_g1_i1,66,0.122168599465337,0.0085
TRINITY_DN28682_c2_g1_i4,19,0.128282382849708,0.0145
TRINITY_DN28682_c2_g1_i4,52,0.0879144781266958,0.039
TRINITY_DN28714_c3_g2_i2,185,0.0532794365190791,0.2265
TRINITY_DN28766_c8_g3_i1,96,0.0941540445228916,0.5085
TRINITY_DN28770_c4_g1_i6,114,0.0705197676519012,0.0865
TRINITY_DN28770_c4_g1_i6,123,0.167528695651719,0.922
TRINITY_DN28797_c5_g1_i3,467,0.0654624963023598,0.3975
TRINITY_DN28867_c2_g2_i1,24,0.069982376623988,0.457
TRINITY_DN28889_c2_g1_i4,1230,0.109163658864496,0.9335
TRINITY_DN28891_c0_g1_i1,51,0.0843733764212569,0.3415
TRINITY_DN28896_c0_g1_i1,148,0.132106216052207,0.897
TRINITY_DN28913_c4_g1_i1,786,0.131585629747988,0.8805
TRINITY_DN28941_c2_g3_i1,718,0.168692841200792,0.9155
TRINITY_DN28961_c9_g1_i1,119,0.115174468020765,0.041
TRINITY_DN28969_c0_g1_i5,230,0.0787587899061409,0.3345
TRINITY_DN29023_c11_g1_i2,821,0.22964071187436,0.8655
TRINITY_DN29076_c4_g1_i3,364,0.18054590466466,0.896
TRINITY_DN29084_c5_g1_i1,66,0.169066933221441,0.016
TRINITY_DN29097_c7_g1_i2,47,0.128882507164523,0.9465
TRINITY_DN29112_c4_g1_i10,806,0.0887037937212869,0.1375
TRINITY_DN29115_c9_g1_i1,15,0.122928305068069,0.754
TRINITY_DN29115_c9_g1_i1,33,0.115411976071629,0.791
TRINITY_DN29115_c9_g1_i1,60,0.105097219885129,0.7675
TRINITY_DN29115_c9_g1_i1,69,0.106533998189806,0.7735
TRINITY_DN29151_c6_g1_i2,110,0.110293157684182,0.515
TRINITY_DN29217_c1_g1_i1,416,0.142730029767091,0
TRINITY_DN29217_c1_g1_i1,420,0.161326952716385,0.9405
TRINITY_DN29218_c2_g1_i1,357,0.123136699483168,0.851
TRINITY_DN29231_c0_g1_i2,77,0.0968146069699641,0.7865
TRINITY_DN29242_c4_g1_i5,1901,0.0639248639277038,0.275
TRINITY_DN29287_c1_g1_i2,45,0.0891879500221136,0.684
TRINITY_DN29291_c5_g1_i14,462,0.127982789002285,0.003
TRINITY_DN29312_c3_g3_i2,533,0.0876148124122863,0.7755
TRINITY_DN29312_c3_g4_i4,102,0.216664578989256,0.8915
TRINITY_DN29312_c3_g4_i4,113,0.178705898262755,0.8985
TRINITY_DN29312_c3_g4_i4,115,0.107750859226394,0.1585
TRINITY_DN29393_c7_g1_i1,707,0.0592659050180119,0.298
TRINITY_DN29393_c7_g1_i1,715,0.0825591694310834,0.2895
TRINITY_DN29394_c0_g1_i1,573,0.140254174341039,0.842
TRINITY_DN29416_c2_g3_i8,256,0.0860948241808378,0.378
TRINITY_DN29554_c5_g2_i2,780,0.0735892362087607,0.239
TRINITY_DN29616_c5_g1_i1,136,0.0799708783894607,0.195
TRINITY_DN29646_c7_g1_i1,14,0.107030086378638,0.071
TRINITY_DN29688_c17_g1_i1,323,0.0876570734361266,0.098
TRINITY_DN29768_c0_g1_i2,132,0.195507850256805,0.9085
TRINITY_DN29795_c2_g1_i2,706,0.146561746166767,0.7095
TRINITY_DN29811_c6_g2_i1,400,0.120144422610741,0.01
TRINITY_DN29830_c2_g1_i6,473,0.102310299612859,0.1685
TRINITY_DN29830_c2_g1_i6,488,0.100731263776419,0.3725
TRINITY_DN29852_c9_g1_i2,93,0.300361867214102,0.1245
TRINITY_DN29853_c0_g3_i5,268,0.0835077821081316,0.1325
TRINITY_DN29869_c0_g3_i1,106,0.124510847326307,0.905
TRINITY_DN29880_c0_g1_i2,1231,0.0651855186815515,0.4535
TRINITY_DN29926_c8_g1_i2,60,0.165051736925725,0.892
TRINITY_DN29926_c9_g1_i2,484,0.140412978619326,0.0405
TRINITY_DN29994_c2_g2_i1,68,0.0750345989934658,0.413
TRINITY_DN30057_c3_g3_i14,1237,0.148537938912124,0.0255
TRINITY_DN30107_c5_g1_i9,217,0.180504089156853,0.8395
TRINITY_DN30139_c1_g6_i4,185,0.202274794478365,0.021
TRINITY_DN30165_c3_g2_i2,114,0.178861136100295,0.9315
TRINITY_DN30171_c7_g1_i9,171,0.0847308298233607,0.17
TRINITY_DN30171_c7_g1_i9,185,0.0373190912329502,0.021
TRINITY_DN30221_c9_g2_i2,708,0.184090510624759,0.9045
TRINITY_DN30242_c1_g1_i1,338,0.178679680092087,0
TRINITY_DN30376_c3_g2_i1,47,0.115386822343408,0.9615
TRINITY_DN30400_c1_g2_i1,294,0.0560571129532628,0.456
TRINITY_DN30405_c8_g1_i4,1290,0.168136239001894,0.01
TRINITY_DN30526_c4_g1_i1,251,0.0860955434331416,0.4055
TRINITY_DN30534_c2_g1_i1,238,0.16372383946259,0.0075
TRINITY_DN30547_c3_g1_i1,625,0.0849309148383618,0.5435
TRINITY_DN30547_c6_g2_i1,444,0.110688948194235,0.657
TRINITY_DN30556_c7_g2_i1,313,0.151311106567139,0.899
TRINITY_DN30569_c7_g2_i3,171,0.0810271491448071,0.6145
TRINITY_DN30589_c12_g2_i3,228,0.155768673489625,0.009
TRINITY_DN30613_c4_g2_i8,687,0.18329344851316,0.0195
TRINITY_DN30613_c4_g2_i8,690,0.177365336545288,0.0215
TRINITY_DN30646_c9_g2_i1,56,0.181634967214716,0.749
TRINITY_DN30675_c3_g1_i1,81,0.26119898306964,0.063
TRINITY_DN30684_c2_g2_i6,152,0.0879836224928315,0.6775
TRINITY_DN30727_c0_g1_i4,594,0.142745012452568,0.9425
TRINITY_DN30785_c5_g3_i1,130,0.107453569983821,0.0345
TRINITY_DN30785_c5_g3_i1,149,0.0847640399556475,0.577
TRINITY_DN30844_c5_g2_i2,639,0.164002470874466,0.909
TRINITY_DN30854_c2_g1_i3,108,0.149718180635127,0.004
TRINITY_DN30854_c2_g1_i3,399,0.0947911849586587,0.253
TRINITY_DN30854_c2_g1_i9,345,0.091778151940641,0.62
TRINITY_DN30855_c5_g1_i4,97,0.0846945872746364,0.6515
TRINITY_DN30874_c8_g1_i14,72,0.110756430767187,0.5105
TRINITY_DN30917_c5_g2_i2,516,0.108877303580609,0.528
TRINITY_DN30931_c0_g1_i1,1115,0.100606001143189,0.7255
TRINITY_DN30933_c1_g2_i4,129,0.128122559790511,0.915
TRINITY_DN30948_c0_g1_i1,238,0.1304397530875,0.035
TRINITY_DN30973_c1_g1_i1,857,0.131731120891235,0.0085
TRINITY_DN30973_c1_g1_i1,866,0.0890611468779766,0.6705
TRINITY_DN30983_c4_g1_i1,439,0.146210170668631,0.9455
TRINITY_DN31032_c1_g1_i1,79,0.0649472227493772,0.288
TRINITY_DN31061_c5_g1_i1,454,0.0540521270583952,0.1335
TRINITY_DN31094_c5_g2_i1,94,0.022315304890738,0.46
TRINITY_DN31119_c5_g1_i2,579,0.165387207155085,0.0175
TRINITY_DN31171_c0_g1_i2,301,0.103142300415888,0.0205
TRINITY_DN31188_c8_g1_i1,484,0.173368649679579,0.0085
TRINITY_DN31209_c1_g1_i4,16,0.0909648746084295,0.449
TRINITY_DN31209_c1_g2_i4,582,0.0628005688300802,0.5075
TRINITY_DN31228_c1_g1_i13,723,0.064789751709064,0.402
TRINITY_DN31228_c1_g1_i13,810,0.0743829270271936,0.546
TRINITY_DN31302_c3_g1_i10,471,0.155392689202715,0.857
TRINITY_DN31302_c3_g1_i10,501,0.0889038304841448,0.138
TRINITY_DN31303_c1_g1_i21,293,0.0858781184334548,0.146
TRINITY_DN31303_c1_g1_i9,168,0.133484914178579,0.02
TRINITY_DN31309_c3_g1_i3,89,0.0781122976491593,0.1355
TRINITY_DN31309_c3_g1_i3,104,0.0789367171316853,0.127
TRINITY_DN31344_c12_g1_i2,153,0.135702144289197,0.0145
TRINITY_DN31371_c4_g1_i4,281,0.0879021888539706,0.846
TRINITY_DN31371_c4_g1_i4,330,0.0762971424990523,0.671
TRINITY_DN31376_c9_g1_i3,387,0.0546107429463845,0.2405
TRINITY_DN31377_c2_g7_i1,41,0.164848255599822,0.9145
TRINITY_DN31386_c3_g1_i3,1813,0.150572383096222,0.865
TRINITY_DN31424_c5_g1_i1,196,0.0844700623470158,0.5435
TRINITY_DN31429_c5_g2_i4,201,0.161652196231269,0.921
TRINITY_DN31430_c2_g1_i1,1038,0.116766139694128,0.922
TRINITY_DN31430_c2_g1_i1,1044,0.117338214988974,0.9235
TRINITY_DN31459_c0_g1_i9,404,0.130273137009958,0.7635
TRINITY_DN31481_c1_g1_i8,17,0.0923954385925754,0.137
TRINITY_DN31518_c5_g1_i1,96,0.0569408157940173,0.266
TRINITY_DN31530_c4_g1_i1,892,0.14293106745204,0.9235
TRINITY_DN31556_c2_g1_i2,27,0.167276482342322,0
TRINITY_DN31568_c2_g1_i1,798,0.0581548837164513,0.373
TRINITY_DN31568_c2_g1_i1,800,0.142419957405898,0.0065
TRINITY_DN31584_c5_g3_i3,127,0.155031920820553,0.7715
TRINITY_DN31584_c5_g3_i3,128,0.140591691460541,0.7755
TRINITY_DN31588_c4_g1_i1,44,0.156653279288985,0.037
TRINITY_DN31588_c4_g1_i1,71,0.0753418349287259,0.0935
TRINITY_DN31600_c8_g1_i5,207,0.0702279217421172,0.7195
TRINITY_DN31607_c3_g1_i3,76,0.130044553379936,0.014
TRINITY_DN31662_c2_g1_i1,708,0.0953862768516504,0.507
TRINITY_DN31662_c2_g1_i1,717,0.12024000773125,0.4965
TRINITY_DN31735_c0_g1_i5,155,0.0755267791976046,0.1445
TRINITY_DN31749_c0_g1_i5,93,0.157018502178261,0.907
TRINITY_DN31832_c10_g2_i5,368,0.187097629309147,0.9255
TRINITY_DN31869_c4_g1_i1,126,0.0738178885719671,0.1315
TRINITY_DN31882_c0_g1_i2,1869,0.0946156901888091,0.282
TRINITY_DN31882_c0_g1_i2,1870,0.11662672538007,0.361
TRINITY_DN31933_c5_g1_i1,378,0.154691741790484,0.9375
TRINITY_DN31978_c7_g1_i1,54,0.0615770827629745,0.318
TRINITY_DN31985_c2_g2_i2,103,0.0808820902978262,0.6455
TRINITY_DN32017_c8_g2_i1,507,0.180805611904444,0.9295
TRINITY_DN32031_c0_g1_i7,27,0.103371288542547,0.6205
TRINITY_DN32035_c1_g2_i2,528,0.0720282148368565,0.4805
TRINITY_DN32049_c6_g1_i2,292,0.0745119145638415,0.2935
TRINITY_DN32060_c0_g1_i4,170,0.0649461076493828,0.1835
TRINITY_DN32071_c0_g1_i4,439,0.055025665579142,0.351
TRINITY_DN32071_c0_g1_i4,443,0.0586479438822629,0.3585
TRINITY_DN32117_c1_g1_i5,738,0.0917203365507766,0.063
TRINITY_DN32142_c7_g1_i1,54,0.053945461796203,0
TRINITY_DN32184_c4_g1_i1,852,0.0851614261936104,0.4775
TRINITY_DN32208_c0_g1_i1,1030,0.0853381956078219,0.28
TRINITY_DN32208_c0_g1_i1,1036,0.075304349790852,0.25
TRINITY_DN32208_c0_g1_i1,1039,0.0763630754122984,0.2135
TRINITY_DN32208_c0_g1_i2,212,0.177796532739145,0.9045
TRINITY_DN32209_c10_g3_i2,212,0.177589165826966,0.031
TRINITY_DN32238_c2_g1_i2,135,0.027284473600908,0.4185
TRINITY_DN32335_c9_g2_i4,37,0.120588051111618,0.004
TRINITY_DN32354_c7_g1_i2,858,0.125535939145243,0.056
TRINITY_DN32358_c9_g2_i1,117,0.0865565876627137,0.283
TRINITY_DN32399_c0_g1_i3,665,0.1248482529981,0.9425
TRINITY_DN32469_c7_g1_i1,252,0.127197667922203,0.885
TRINITY_DN32470_c0_g2_i6,520,0.190186104630323,0.9425
TRINITY_DN32472_c1_g1_i5,271,0.0897526755907944,0.7185
TRINITY_DN32500_c4_g1_i1,324,0.118716035680924,0.812
TRINITY_DN32553_c0_g1_i9,341,0.103271079336841,0.725
TRINITY_DN32588_c5_g1_i5,1022,0.148408031710185,0.0265
TRINITY_DN32612_c1_g1_i1,243,0.149287102435743,0.0105
TRINITY_DN32629_c3_g2_i2,95,0.206467844137522,0.0385
TRINITY_DN32629_c3_g2_i2,110,0.0994946673836446,0.102
TRINITY_DN32654_c6_g2_i2,96,0.162587867124232,0.8765
TRINITY_DN32662_c2_g1_i1,181,0.094135681457978,0.2565
TRINITY_DN32667_c1_g1_i1,143,0.140197939358025,0.02
TRINITY_DN32672_c3_g1_i3,266,0.196000728796863,0.8345
TRINITY_DN32676_c2_g1_i4,530,0.148180911010087,0.9365
TRINITY_DN32706_c11_g1_i1,72,0.0986585667697057,0.703
TRINITY_DN32740_c1_g1_i6,296,0.122918214359371,0.053
TRINITY_DN32751_c6_g2_i3,975,0.159114067265965,0.9515
TRINITY_DN32804_c4_g1_i1,297,0.176056077928799,0.066
TRINITY_DN32814_c1_g1_i1,770,0.0634224737108875,0.3635
TRINITY_DN32860_c4_g2_i2,65,0.0627154127196456,0.1885
TRINITY_DN32861_c2_g3_i9,148,0.0805049563890122,0.1585
TRINITY_DN32862_c2_g1_i14,275,0.0877528900067486,0.116
TRINITY_DN32862_c2_g1_i14,318,0.150522493657874,0.018
TRINITY_DN32862_c2_g1_i14,326,0.126993052239524,0.0375
TRINITY_DN32862_c2_g1_i14,334,0.153455902884555,0.0345
TRINITY_DN32863_c4_g1_i6,1420,0.128518469653489,0.94
TRINITY_DN32893_c1_g1_i11,103,0.155503646279125,0.7265
TRINITY_DN32893_c1_g1_i12,78,0.067338819619072,0.165
TRINITY_DN32893_c1_g1_i12,356,0.0784972250411077,0.135
TRINITY_DN32893_c1_g1_i26,150,0.0745493555707826,0.55
TRINITY_DN32893_c1_g1_i26,470,0.091835512545964,0.1335
TRINITY_DN32909_c4_g1_i17,98,0.0885739961858913,0.5265
TRINITY_DN32909_c4_g1_i17,144,0.0713177686018993,0.3265
TRINITY_DN32909_c4_g1_i17,162,0.08713915392015,0.6445
TRINITY_DN32909_c4_g1_i17,166,0.0816395155956438,0.612
TRINITY_DN32981_c1_g2_i1,509,0.198168586364278,0.8385
TRINITY_DN33013_c4_g2_i1,25,0.115096688754433,0.0745
TRINITY_DN33013_c4_g2_i1,28,0.100951319508254,0.0705
TRINITY_DN33013_c9_g1_i3,52,0.134347123279467,0.943
TRINITY_DN33021_c4_g3_i1,39,0.111401514826833,0.054
TRINITY_DN33032_c8_g1_i3,42,0.168358647125145,0.9225
TRINITY_DN33048_c0_g3_i1,677,0.118362348624918,0.836
TRINITY_DN33053_c4_g1_i1,657,0.138898274009349,0.928
TRINITY_DN33114_c7_g1_i1,13,0.111400851016485,0.0035
TRINITY_DN33122_c13_g1_i2,1145,0.205869642541499,0.0055
TRINITY_DN33129_c1_g1_i2,205,0.134889828307848,0.787
TRINITY_DN33129_c3_g2_i14,16,0.264936584972958,0.0165
TRINITY_DN33142_c4_g1_i2,116,0.135403377066741,0.1535
TRINITY_DN33178_c1_g1_i2,289,0.15172759386099,0.006
TRINITY_DN33182_c4_g1_i7,120,0.0691022121122411,0.385
TRINITY_DN33184_c1_g3_i3,344,0.189485852147868,0.019
TRINITY_DN33184_c1_g3_i3,350,0.212225800813023,0.009
TRINITY_DN33184_c1_g3_i3,354,0.130937139616146,0.9545
TRINITY_DN33204_c0_g1_i4,1336,0.0842540064703061,0.4555
TRINITY_DN33288_c8_g1_i2,108,0.108276704550362,0.015
TRINITY_DN33293_c8_g1_i2,76,0.0554305865592988,0.1925
TRINITY_DN33334_c4_g1_i1,263,0.0751293152437076,0.211
TRINITY_DN33389_c9_g1_i1,57,0.139246284956517,0.9575
TRINITY_DN33397_c0_g1_i1,84,0.149822147106505,0.9015
TRINITY_DN33409_c7_g2_i1,269,0.119829447749589,0.783
TRINITY_DN33409_c7_g2_i1,277,0.0976608680127811,0.65
TRINITY_DN33409_c7_g2_i1,282,0.220330952301865,0.756
TRINITY_DN33409_c7_g2_i1,285,0.205789356228004,0.7845
TRINITY_DN33409_c7_g2_i1,303,0.154642201310767,0.741
TRINITY_DN33411_c1_g2_i1,291,0.221654978261336,0
TRINITY_DN33439_c4_g1_i2,119,0.162646610837104,0.943
TRINITY_DN33451_c1_g1_i2,222,0.104391063453515,0.8515
TRINITY_DN33460_c8_g1_i3,297,0.134797660882467,0.0115
TRINITY_DN33460_c8_g1_i4,173,0.0583333947953965,0.3975
TRINITY_DN33462_c3_g3_i1,244,0.0831499842200338,0.1555
TRINITY_DN33491_c2_g4_i5,108,0.140788171941204,0.0085
TRINITY_DN33511_c5_g1_i11,469,0.0865718996507082,0.0435
TRINITY_DN33542_c2_g1_i1,460,0.117058769969095,0.83
TRINITY_DN33554_c6_g1_i1,115,0.0941072263937181,0.6825
TRINITY_DN33554_c6_g1_i1,216,0.11274350816873,0.707
TRINITY_DN33570_c7_g1_i2,505,0.0902486254272316,0.702
TRINITY_DN33586_c1_g1_i8,104,0.145887528301828,0.9515
TRINITY_DN33591_c6_g1_i2,749,0.131347060741247,0.886
TRINITY_DN33593_c1_g1_i6,210,0.156592160880078,0.7755
TRINITY_DN33599_c3_g1_i4,897,0.171183220723937,0.0795
TRINITY_DN33601_c2_g1_i2,794,0.116989271027217,0.565
TRINITY_DN33614_c2_g1_i4,36,0.130062385944206,0.0195
TRINITY_DN33614_c2_g1_i6,146,0.157579771976072,0.0695
TRINITY_DN33634_c3_g2_i1,337,0.177593892577286,0.869
TRINITY_DN33665_c0_g1_i2,24,0.136810150056499,0.02
TRINITY_DN33668_c3_g1_i5,335,0.128368836993267,0.005
TRINITY_DN33704_c4_g1_i1,881,0.14915648054768,0.921
TRINITY_DN33711_c3_g3_i1,777,0.0849881216202272,0.7875
