"","x"
"1428",0.5
"1429",6.4368e-05
"1430",3.2e-08
"1431",0.000251808
"1432",0.002137904
"1433",0.003621728
"1434",1.76e-07
"1435",1.12e-07
"1436",1.6576e-05
"1437",0.002441088
"1438",5.9968e-05
"1439",8e-08
"1440",0.000168416
"1441",0.0016088
"1442",6.4e-08
"1443",1.28e-07
"1444",0.000243824
"1445",0.000178048
"1446",0.001169856
"1447",0.000130528
"1448",1.44e-07
"1449",0.002064608
"1450",1.4448e-05
"1451",3.68e-07
"1452",0.000798576
"1453",0.00547208
"1454",0.000129264
"1455",0.00151816
"1456",0.000515264
"1457",3.52e-07
"1458",0.0008264
"1459",0.001764176
"1460",3.2e-08
"1461",2.232e-05
"1462",1.3664e-05
"1463",6.944e-06
"1464",1.6e-08
"1465",2.3648e-05
"1466",4.8e-08
"1467",2.208e-06
"1468",1.312e-06
"1469",0.00023736
"1470",0.0046668
"1471",0.00016288
"1472",8.752e-06
"1473",0.007214448
"1474",4.32e-07
"1475",4.8e-07
"1476",0.003023328
"1477",1.6e-08
"1478",0.002101392
"1479",0.000286864
"1480",6.4e-08
"1481",0.5
"1482",0.000388448
"1483",0.00351024
"1484",0.000277328
"1485",1.12e-07
"1486",6.4e-08
"1487",8.32e-07
"1488",0.001244464
"1489",0.000813808
"1490",0.005836336
"1491",0.003454976
"1492",8.176e-06
"1493",0.001878496
"1494",0.000426784
"1495",3.8032e-05
"1496",1.6064e-05
"1497",6.192e-06
"1498",1.8048e-05
"1499",2.448e-06
"1500",6.4e-08
"1501",1.344e-06
"1502",2.3984e-05
"1503",4.544e-06
"1504",1.408e-06
"1505",0.000701936
"1506",0.000612944
"1507",0.002746
"1508",1.76e-07
"1509",0.002233408
"1510",7.68e-07
"1511",0.002186992
"1512",0.0041588
"1513",4.8e-08
"1514",1.6e-07
"1515",0.001671872
"1516",0.001110992
"1517",0.5
"1518",4.64e-07
"1519",5.44e-07
"1520",0.002993296
"1521",3.36e-06
"1522",0.003206256
"1523",1.6e-08
"1524",0.006065184
"1525",3.4752e-05
"1526",0.000134544
"1527",0.000702304
"1528",5.648e-06
"1529",0.000368064
"1530",1.28e-07
"1531",5.984e-06
"1532",0.000275488
"1533",1.824e-06
"1534",3.7152e-05
"1535",2.56e-06
"1536",1.3808e-05
"1537",5.6e-06
"1538",7.2e-07
"1539",3.36e-07
"1540",0.000131024
"1541",0.004556704
"1542",0.008849888
"1543",0.001271824
"1544",1.92e-07
"1545",3.84e-07
"1546",0.001724736
"1547",0.00331912
"1548",0.5
"1549",6.4e-07
"1550",0.002887792
"1551",0.000780624
"1552",0.000142736
"1553",0.001399952
"1554",1.6e-07
"1555",1.6e-08
"1556",6.24e-07
"1557",3.2e-08
"1558",0.000342032
"1559",2.56e-07
"1560",4.224e-06
"1561",6.816e-05
"1562",5.056e-06
"1563",9.6e-08
"1564",0.004772336
"1565",2.9504e-05
"1566",5.76e-07
"1567",1.12e-07
"1568",0.000500176
"1569",4.16e-07
"1570",0.004476416
"1571",3.824e-05
"1572",3.2e-07
"1573",3.84e-07
"1574",0.001095792
"1575",1.28e-07
"1576",0.000324912
"1577",0.002642992
"1578",7.128e-05
"1579",0.000395024
"1580",0.000284928
"1581",2.528e-06
"1582",0.000810688
"1583",4.416e-06
"1584",0.000884688
"1585",0.5
"1586",0.003990384
"1587",1.6e-08
"1588",4.8e-08
"1589",8e-08
"1590",4.8e-07
"1591",0.000151248
"1592",0.001460032
"1593",4.464e-06
"1594",0.00080688
"1595",0.006752864
"1596",0.00033968
"1597",0.001211296
"1598",0.005220496
"1599",0.000369488
"1600",0.000640224
"1601",0.000375072
"1602",0.000918704
"1603",4.8e-07
"1604",1.12e-07
"1605",0.000932128
"1606",0.000862544
"1607",5.52e-06
"1608",0.001146528
"1609",3.2e-08
"1610",5.92e-07
"1611",3.68e-07
"1612",0.002095712
"1613",0.000260496
"1614",0.002065056
"1615",0.0010628
"1616",5.12e-07
"1617",3.2e-07
"1618",5.76e-07
"1619",8.32e-07
"1620",0.001635632
"1621",6.5552e-05
"1622",1.76e-07
"1623",1.44e-07
"1624",0.000314416
"1625",6.24e-07
"1626",1.6e-07
"1627",0.001754016
"1628",0.5
"1629",1.952e-06
"1630",2.8672e-05
"1631",0.00338936
"1632",5.888e-06
"1633",0.000138608
"1634",0.001262832
"1635",6.4e-07
"1636",0.001959776
"1637",0.00292008
"1638",0.001051472
"1639",1.28e-07
"1640",0.000365456
"1641",0.000621664
"1642",0.004478928
"1643",1.92e-07
"1644",0.000598992
"1645",8e-08
"1646",0.0005192
"1647",3.84e-07
"1648",0.001926352
"1649",0.00126104
"1650",0.002476032
"1651",0.5
"1652",0.002125632
"1653",0.001114672
"1654",1.6e-08
"1655",6.4e-08
"1656",0.00341808
"1657",0.005559152
"1658",2.88e-07
"1659",0.001431696
"1660",3.2e-08
"1661",0.000533984
"1662",1.616e-06
"1663",3.008e-06
"1664",6.784e-05
"1665",0.002261456
"1666",1.1824e-05
"1667",2.6192e-05
"1668",0.000520736
"1669",9.28e-07
"1670",1.76e-07
"1671",0.002031552
"1672",1.6e-08
"1673",0.00310344
"1674",0.000290384
"1675",0.00070248
"1676",0.001246928
"1677",0.5
"1678",0.00056528
"1679",0.002529792
"1680",0.000695456
"1681",3.4816e-05
"1682",1.504e-06
"1683",0.00538416
"1684",1.76e-07
"1685",1.9632e-05
"1686",4.64e-07
"1687",0.001500288
"1688",0.00733264
"1689",1.952e-06
"1690",1.92e-07
"1691",9.6e-07
"1692",2.24e-07
"1693",0.001425488
"1694",3.68e-07
"1695",9.6e-08
"1696",4.8e-08
"1697",3.68e-07
"1698",0.000453408
"1699",0.00107608
"1700",1.28e-07
"1701",3.28e-06
"1702",6.4e-08
"1703",0.000715296
"1704",0.5
"1705",2.48e-06
"1706",3.712e-06
"1707",0.000108576
"1708",7.68e-07
"1709",3.1232e-05
"1710",1.28e-07
"1711",0.001925488
"1712",5.12e-07
"1713",1.92e-07
"1714",0.00175392
"1715",0.000653264
"1716",2.56e-07
"1717",0.000388928
"1718",3.1872e-05
"1719",0.000569056
"1720",0.001886448
"1721",0.002573392
"1722",0.001196896
"1723",0.003443488
"1724",4.56e-06
"1725",0.5
"1726",0.001541552
"1727",8.144e-05
"1728",0.00140072
"1729",0.00116336
"1730",1.6e-08
"1731",0.002150944
"1732",0.000638304
"1733",9.92e-07
"1734",2.4e-07
"1735",0.000797104
"1736",0.00045632
"1737",0.000644896
"1738",1.6e-08
"1739",0.001248256
"1740",0.00078128
"1741",0.002263504
"1742",0.002093056
"1743",0.000202944
"1744",9.12e-07
"1745",4.176e-05
"1746",7.04e-07
"1747",0.000963136
"1748",1.664e-06
"1749",3.376e-06
"1750",0.002152352
"1751",0.000694576
"1752",9.6e-08
"1753",6.4e-08
"1754",8e-08
"1755",0.001257328
"1756",0.000379056
"1757",8.656e-06
"1758",1.232e-06
"1759",2.864e-06
"1760",4e-07
"1761",3.2e-08
"1762",8e-08
"1763",1.12e-07
"1764",4.888e-05
"1765",6.96e-06
"1766",4.16e-07
"1767",4.352e-06
"1768",4.8e-08
"1769",9.28e-07
"1770",3.68e-07
"1771",4.832e-06
"1772",6.4e-08
"1773",3.696e-06
"1774",1.52e-06
"1775",8e-08
"1776",8.96e-07
"1777",1.6e-07
"1778",9.6e-08
"1779",8e-08
"1780",0.000369696
"1781",5.92e-07
"1782",1.12e-07
"1783",2.384e-06
"1784",1.6e-08
"1785",5.76e-07
"1786",1.936e-06
"1787",0.000839568
"1788",0.000831232
"1789",0.000752928
"1790",0.001502448
"1791",0.002683264
"1792",8.32e-07
"1793",4.72e-05
"1794",0.000270848
"1795",0.000556912
"1796",0.000196864
"1797",6.4e-08
"1798",0.003471488
"1799",1.92e-07
"1800",0.00092216
"1801",0.00111536
"1802",1.104e-06
"1803",0.000370736
"1804",0.000590032
"1805",2.72e-07
"1806",6.4e-07
"1807",0.003354
"1808",0.000769888
"1809",9.6e-08
"1810",4.64e-07
"1811",5.632e-06
"1812",4.256e-06
"1813",2.88e-07
"1814",0.000592592
"1815",0.003380624
"1816",6.2496e-05
"1817",6.9856e-05
"1818",1.0608e-05
"1819",1.2368e-05
"1820",0.000332416
"1821",0.000976016
"1822",0.0007812
"1823",1.92e-07
"1824",0.000495136
"1825",0.002439312
"1826",0.5
"1827",0.000140928
"1828",0.004223632
"1829",1.12e-07
"1830",1.6e-08
"1831",0.000103632
"1832",0.001991344
"1833",0.002533296
"1834",6.24e-07
"1835",0.000874752
"1836",0.000195264
"1837",0.000114112
"1838",3.408e-06
"1839",3.968e-06
"1840",2.7168e-05
"1841",2.736e-05
"1842",1.0448e-05
"1843",1.1248e-05
"1844",6.8e-06
"1845",3.6336e-05
"1846",0.000189072
"1847",0.000173456
"1848",2.3168e-05
"1849",0.007431392
"1850",0.000123184
"1851",8.6096e-05
"1852",0.00028984
"1853",0.5
"1854",9.6e-08
"1855",0.003130112
"1856",0.001699328
"1857",1.8288e-05
"1858",5.952e-06
"1859",1.3952e-05
"1860",3.776e-06
"1861",1.0304e-05
"1862",5.536e-06
"1863",3.488e-06
"1864",0.000385152
"1865",0.000279952
"1866",0.00043448
"1867",0.00042496
"1868",3.296e-06
"1869",8.8768e-05
"1870",1.44e-07
"1871",6.56e-07
"1872",0.001349072
"1873",1.8768e-05
"1874",7.04e-07
"1875",0.001684176
"1876",2.6576e-05
"1877",3.16e-05
"1878",3.9472e-05
"1879",0.000670672
"1880",0.001249216
"1881",5.712e-06
"1882",5.76e-07
"1883",1.424e-06
"1884",1.568e-06
"1885",2.08e-06
"1886",1.152e-06
"1887",3.2e-07
"1888",1.28e-07
"1889",0.001539552
"1890",0.002938208
"1891",0.000915232
"1892",0.000537696
"1893",0.000658016
"1894",4.96e-07
"1895",0.001973712
"1896",0.5
"1897",2.4e-06
"1898",0.002400496
"1899",0.0015824
"1900",0.000360912
"1901",4.9872e-05
"1902",0.002700688
"1903",6.08e-07
"1904",0.003214704
"1905",3.36e-07
"1906",0.001838768
"1907",0.000264928
"1908",3.2e-08
"1909",8e-08
"1910",1.712e-06
"1911",0.000461184
"1912",0.000905968
"1913",2.08e-07
"1914",4.64e-07
"1915",3.2e-07
"1916",0.002114528
"1917",0.5
"1918",0.001728512
"1919",2.24e-07
"1920",4.8e-08
"1921",0.00434208
"1922",2.88e-07
"1923",1.28e-07
"1924",0.00027936
"1925",2.08e-07
"1926",0.001235952
"1927",0.002030256
"1928",0.000564528
"1929",0.000159456
"1930",1.6e-08
"1931",4.408e-05
"1932",4.9968e-05
"1933",0.001441584
"1934",3.52e-07
"1935",0.000477808
"1936",0.001183184
"1937",6.4e-07
"1938",2.864e-06
"1939",1.44e-07
"1940",3.2e-08
"1941",1.968e-06
"1942",3.424e-06
"1943",0.00067
"1944",0.0040752
"1945",0.00327152
"1946",4.8e-08
"1947",0.002181824
"1948",1.04e-06
"1949",0.5
"1950",0.00451416
"1951",0.001536624
"1952",0.0012032
"1953",2.24e-07
"1954",8e-08
"1955",0.00022296
"1956",1.44e-07
"1957",1.76e-07
"1958",3.904e-06
"1959",1.44e-07
"1960",9.6e-08
"1961",4.8e-08
"1962",0.001362992
"1963",0.000441632
"1964",8.832e-06
"1965",0.000158576
"1966",0.00141992
"1967",0.001464768
"1968",1.0704e-05
"1969",2.9184e-05
"1970",6.304e-06
"1971",0.5
"1972",0.002991472
"1973",0.001085424
"1974",9.92e-07
"1975",5.0448e-05
"1976",0.00110856
"1977",0.001314064
"1978",0.001196752
"1979",3.344e-06
"1980",0.001822224
"1981",5.28e-07
"1982",0.001131152
"1983",0.001451072
"1984",1.44e-06
"1985",1.824e-06
"1986",1.6e-08
"1987",3.2e-08
"1988",1.92e-07
"1989",4.8e-08
"1990",3.2e-08
"1991",2.24e-07
"1992",1.28e-07
"1993",1.44e-07
"1994",5.92e-07
"1995",1.92e-07
"1996",4.8e-08
"1997",7.04e-07
"1998",1.6e-08
"1999",5.312e-06
"2000",6.24e-07
"2001",5.44e-07
"2002",2.24e-07
"2003",8e-08
"2004",2.56e-07
"2005",1.28e-07
"2006",4.8e-08
"2007",1.76e-06
"2008",1.44e-07
"2009",2.88e-07
"2010",1.696e-06
"2011",0.00036104
"2012",0.000847392
"2013",5.216e-06
"2014",0.008590352
"2015",0.00050456
"2016",0.5
"2017",0.00020352
"2018",0.00279688
"2019",0.000635456
"2020",0.00020352
"2021",7.04e-07
"2022",0.002111248
"2023",0.000186448
"2024",2.032e-06
"2025",0.0010992
"2026",0.00168384
"2027",1.92e-07
"2028",1.12e-07
"2029",0.000293824
"2030",5.44e-07
"2031",0.004584624
"2032",3.2e-08
"2033",0.000166112
"2034",0.000698528
"2035",0.00027632
"2036",1.6e-08
"2037",0.5
"2038",0.003109696
"2039",7.904e-06
"2040",4.8e-08
"2041",1.6e-08
"2042",7.36e-07
"2043",2.4e-07
"2044",0.001588336
"2045",6.976e-06
"2046",0.000312496
"2047",0.004456624
"2048",0.001420672
"2049",3.2e-07
"2050",9.6e-08
"2051",0.000344528
"2052",0.002591056
"2053",0.00026128
"2054",1.4976e-05
"2055",0.00012752
"2056",0.001320528
"2057",6.4208e-05
"2058",0.000224272
"2059",7.36e-07
"2060",1.12e-07
"2061",0.000961552
"2062",1.28e-07
"2063",3.2e-08
"2064",0.000355488
"2065",3.6432e-05
"2066",0.001106384
"2067",5.168e-06
"2068",3.04e-07
"2069",1.0624e-05
"2070",7.136e-06
"2071",0.001460464
"2072",0.003491008
"2073",5.6e-07
"2074",0.00171496
"2075",0.001119296
"2076",1.392e-06
"2077",0.001839248
"2078",0.000338464
"2079",0.003479472
"2080",3.104e-06
"2081",2.56e-07
"2082",2.864e-06
"2083",4.256e-06
"2084",2.416e-06
"2085",5.6e-07
"2086",5.92e-07
"2087",6.184e-05
"2088",0.000657088
"2089",0.00024376
"2090",0.002356304
"2091",0.005196528
"2092",0.000303744
"2093",1.28e-07
"2094",1.28e-07
"2095",2.56e-07
"2096",1.0384e-05
"2097",4.8e-07
"2098",0.00129192
"2099",0.00060872
"2100",0.00019472
"2101",0.5
"2102",0.004012736
"2103",2.416e-06
"2104",1.728e-06
"2105",8.64e-07
"2106",6.4e-08
"2107",1.6e-07
"2108",4.8e-08
"2109",2.08e-07
"2110",0.00029864
"2111",0.001485008
"2112",0.001478144
"2113",3.84e-07
"2114",3.84e-07
"2115",0.000328576
"2116",1.44e-07
"2117",4.96e-05
"2118",0.000199856
"2119",0.000262144
"2120",0.0033428
"2121",2.56e-07
"2122",0.5
"2123",1.6e-08
"2124",1.616e-06
"2125",1.6e-08
"2126",6.4e-08
"2127",0.00319616
"2128",4.8e-08
"2129",0.002201328
"2130",0.000374896
"2131",0.003640816
"2132",5.28e-07
"2133",2.8e-06
"2134",9.3872e-05
"2135",2.512e-06
"2136",5.6e-07
"2137",9.6e-07
"2138",0.005244304
"2139",3.408e-06
"2140",5.104e-06
"2141",3.2e-07
"2142",1.6e-07
"2143",0.001868112
"2144",2.08e-07
"2145",0.5
"2146",4.64e-07
"2147",7.808e-05
"2148",6.72e-07
"2149",7.7232e-05
"2150",0.0036344
"2151",0.00023696
"2152",3.36e-07
"2153",1.3872e-05
"2154",9.152e-06
"2155",2.896e-06
"2156",1.536e-06
"2157",0.00085752
"2158",0.001267072
"2159",6.88e-07
"2160",1.12e-07
"2161",0.000361936
"2162",0.003834032
"2163",0.004832208
"2164",0.000885216
"2165",8.48e-07
"2166",0.5
"2167",4.32e-07
"2168",0.000385184
"2169",0.000972128
"2170",0.000519328
"2171",4.16e-07
"2172",1.12e-07
"2173",4.16e-07
"2174",1.12e-07
"2175",0.00259736
"2176",8.48e-07
"2177",9.6e-08
"2178",2.08e-06
"2179",2.08e-07
"2180",0.000380336
"2181",1.2416e-05
"2182",1.7392e-05
"2183",0.002142496
"2184",0.001950528
"2185",1.472e-06
"2186",4.8e-08
"2187",0.000425296
"2188",0.002128928
"2189",1.008e-06
"2190",0.0030536
"2191",8e-07
"2192",9.4528e-05
"2193",6.88e-06
"2194",0.001487312
"2195",7.512e-05
"2196",0.001114656
"2197",0.00418304
"2198",6.4e-07
"2199",8e-07
"2200",0.00010336
"2201",1.28e-07
"2202",9.6e-08
"2203",0.000398272
"2204",0.000259504
"2205",0.00080472
"2206",6.016e-06
"2207",2.56e-07
"2208",3.2e-08
"2209",1.744e-06
"2210",4.8e-08
"2211",0.001465968
"2212",0.5
"2213",0.003403872
"2214",0.00401424
"2215",1.6e-08
"2216",1.7568e-05
"2217",2.256e-06
"2218",1.36e-06
"2219",2.08e-07
"2220",3.024e-06
"2221",1.552e-06
"2222",3.904e-06
"2223",2.08e-05
"2224",2.5312e-05
"2225",4.128e-06
"2226",0.002663264
"2227",3.9424e-05
"2228",0.000978912
"2229",0.000800976
"2230",0.00193712
"2231",0.00022096
"2232",4.32e-07
"2233",9.664e-06
"2234",2.6896e-05
"2235",0.00026288
"2236",7.2e-07
"2237",1.44e-07
"2238",0.001719216
"2239",0.000110656
"2240",0.00017304
"2241",0.002217808
"2242",0.0018932
"2243",0.0013056
"2244",0.000549232
"2245",0.5
"2246",0.000274
"2247",0.001048992
"2248",0.000120464
"2249",0.000768224
"2250",4.88e-06
"2251",0.001222032
"2252",0.001838368
"2253",8e-08
"2254",8.1392e-05
"2255",5.28e-07
"2256",6.4e-08
"2257",1.6e-07
"2258",1.6272e-05
"2259",2.624e-06
"2260",1.7552e-05
"2261",3.184e-06
"2262",0.0013644
"2263",0.000453088
"2264",0.000201472
"2265",7.52e-07
"2266",0.000684816
"2267",6.7328e-05
"2268",3.2e-08
"2269",4.8e-08
"2270",0.000163104
"2271",0.00352008
"2272",0.002223424
"2273",6.4e-08
"2274",0.5
"2275",5.92e-07
"2276",0.003653056
"2277",0.000656496
"2278",0.000953504
"2279",8.64e-07
"2280",0.000256464
"2281",1.6e-08
"2282",0.000246912
"2283",0.00165
"2284",0.002558816
"2285",0.001212976
"2286",1.92e-07
"2287",9.6e-08
"2288",0.000696736
"2289",0.000707136
"2290",3.84e-07
"2291",0.000280816
"2292",1.44e-06
"2293",0.001290192
"2294",0.00013464
"2295",3.2e-07
"2296",0.000755216
"2297",0.000484544
"2298",4.8e-07
"2299",1.28e-07
"2300",1.0592e-05
"2301",0.000516848
"2302",0.000829408
"2303",4.8e-07
"2304",8e-08
"2305",0.001206496
"2306",0.000613376
"2307",2.9136e-05
"2308",3.36e-07
"2309",3.2e-08
"2310",0.001612816
"2311",3.68e-07
"2312",1.44e-07
"2313",0.000318768
"2314",4.88e-06
"2315",0.002312624
"2316",1.12e-07
"2317",3.2e-08
"2318",1.44e-07
"2319",2.16e-06
"2320",0.000663696
"2321",0.000598368
"2322",0.00631024
"2323",3.2e-07
"2324",8.32e-07
"2325",0.000536
"2326",0.5
"2327",7.52e-07
"2328",0.000646496
"2329",4.8e-07
"2330",0.001031456
"2331",2.256e-06
"2332",6.08e-07
"2333",3.04e-07
"2334",7.1536e-05
"2335",0.000224096
"2336",0.00361112
"2337",5.12e-07
"2338",0.000671456
"2339",0.006074016
"2340",9.6e-08
"2341",0.000626304
"2342",0.00069912
"2343",0.000264432
"2344",5.8784e-05
"2345",1.088e-06
"2346",9.6976e-05
"2347",7.04e-07
"2348",3.2e-08
"2349",1.12e-07
"2350",8.9968e-05
"2351",6.24e-07
"2352",0.000804704
"2353",0.000544304
"2354",0.002215168
"2355",2.288e-06
"2356",0.000139392
"2357",0.00082472
"2358",1.04e-06
"2359",6.4e-08
"2360",0.00108408
"2361",0.003521936
"2362",0.001507488
"2363",0.000541552
"2364",9.4208e-05
"2365",0.000721744
"2366",1.936e-06
"2367",2.24e-06
"2368",0.001195808
"2369",2.04e-05
"2370",1.6e-07
"2371",1.28e-07
"2372",0.004203248
"2373",4.224e-06
"2374",3.2e-08
"2375",0.000354832
"2376",0.002116128
"2377",5.12e-07
"2378",4.8e-08
"2379",0.000159168
"2380",0.5
"2381",3.2e-07
"2382",0.000776128
"2383",0.001438608
"2384",1.12e-07
"2385",9.6e-08
"2386",0.00097816
"2387",1.104e-05
"2388",0.003031456
"2389",4.9776e-05
"2390",0.000750128
"2391",0.00107552
"2392",1.6848e-05
"2393",0.000245152
"2394",0.000468336
"2395",0.000296544
"2396",3.04e-07
"2397",4e-07
"2398",0.0006792
"2399",1.208e-05
"2400",4.64e-07
"2401",0.000127456
"2402",6.08e-07
"2403",0.001071616
"2404",0.000439632
"2405",0.003367216
"2406",0.000716768
"2407",1.152e-06
"2408",0.008848224
"2409",3.2e-08
"2410",1.28e-07
"2411",1.6e-07
"2412",1.6e-08
"2413",3.2e-07
"2414",3.2e-07
"2415",8e-08
"2416",0.00013016
"2417",8.48e-07
"2418",0.5
"2419",0.0004832
"2420",0.000265856
"2421",7.3568e-05
"2422",6.4e-07
"2423",0.000374144
"2424",0.004033152
"2425",8e-08
"2426",3.04e-07
"2427",0.000459584
"2428",1.104e-06
"2429",5.8208e-05
"2430",0.000134528
"2431",0.002470496
"2432",0.00025696
"2433",0.0009884
"2434",7.36e-07
"2435",0.000346528
"2436",0.000319696
"2437",0.000862048
"2438",0.000404864
"2439",5.568e-06
"2440",1.12e-07
"2441",0.000189968
"2442",0.00173328
"2443",0.000313536
"2444",0.000164384
"2445",0.005363744
"2446",0.000687152
"2447",2.224e-06
"2448",0.000701728
"2449",0.001708336
"2450",0.5
"2451",0.000459344
"2452",0.000379776
"2453",0.002272512
"2454",0.002367504
"2455",0.001008464
"2456",3.2e-08
"2457",1.6e-08
"2458",8e-08
"2459",1.7216e-05
"2460",7.36e-06
"2461",1.28e-07
"2462",0.000967248
"2463",0.002473536
"2464",4e-07
"2465",0.000462768
"2466",0.001802848
"2467",5.12e-07
"2468",1.0128e-05
"2469",1.376e-06
"2470",0.001665056
"2471",0.5
"2472",1.152e-06
"2473",0.00232336
"2474",3.2e-08
"2475",0.00149336
"2476",0.002726064
"2477",0.001554144
"2478",4.8e-07
"2479",1.44e-07
"2480",0.00055408
"2481",0.001326048
"2482",0.002499968
"2483",4.592e-06
"2484",3.68e-07
"2485",0.001591472
"2486",0.000459952
"2487",6.0768e-05
"2488",1.92e-07
"2489",1.92e-07
"2490",3.84e-07
"2491",0.000176912
"2492",0.0018516
"2493",3.2e-08
"2494",0.00030208
"2495",2.592e-06
"2496",0.0024696
"2497",0.002451248
"2498",0.0012644
"2499",3.36e-07
"2500",0.000130144
"2501",0.000535808
"2502",1.6e-08
"2503",0.000754768
"2504",1.552e-06
"2505",0.000107216
"2506",0.000611648
"2507",0.000656544
"2508",0.000240672
"2509",0.006387328
"2510",1.6e-08
"2511",2.88e-07
"2512",3.04e-07
"2513",3.04e-07
"2514",0.001133664
"2515",1.12e-07
"2516",3.84e-07
"2517",1.92e-07
"2518",2.08e-07
"2519",0.001345584
"2520",1.6e-08
"2521",2.08e-07
"2522",0.000582128
"2523",0.000228624
"2524",3.04e-07
"2525",4.48e-07
"2526",1.616e-06
"2527",1.632e-06
"2528",9.6e-08
"2529",2.32e-06
"2530",0.00030904
"2531",0.002416688
"2532",7.2e-07
"2533",0.000490224
"2534",0.00171032
"2535",1.6e-07
"2536",0.001696144
"2537",0.5
"2538",0.000498016
"2539",5.2448e-05
"2540",1.6e-07
"2541",0.000386256
"2542",0.000237712
"2543",0.001468144
"2544",0.000533344
"2545",0.000202912
"2546",5.92e-07
"2547",0.001572528
"2548",0.000868416
"2549",0.000695392
"2550",0.000236848
"2551",0.000112864
"2552",1.12e-07
"2553",0.000379248
"2554",0.000624672
"2555",0.000377824
"2556",4.48e-07
"2557",0.00016832
"2558",5.1904e-05
"2559",0.002525888
"2560",1.7664e-05
"2561",2.24e-07
"2562",0.0048732
"2563",0.5
"2564",0.000921552
"2565",1.648e-06
"2566",1.6e-07
"2567",1.6e-08
"2568",4.48e-07
"2569",6.4e-08
"2570",0.000390736
"2571",0.002626896
"2572",0.000821104
"2573",0.000692064
"2574",9.6496e-05
"2575",0.00171472
"2576",0.000655552
"2577",0.000353104
"2578",1.6e-07
"2579",4.48e-07
"2580",0.000550544
"2581",0.001840336
"2582",3.04e-07
"2583",1.104e-06
"2584",0.001146128
"2585",1.92e-06
"2586",0.000647488
"2587",1.424e-06
"2588",0.000261856
"2589",0.000499984
"2590",0.000428192
"2591",0.000234256
"2592",3.2e-08
"2593",0.000503872
"2594",4.912e-06
"2595",0.000815072
"2596",1.696e-06
"2597",0.007016288
"2598",2.4048e-05
"2599",0.5
"2600",0.007666912
"2601",0.000382752
"2602",9.3744e-05
"2603",2.544e-06
"2604",0.0003536
"2605",9.6e-08
"2606",1.28e-06
"2607",0.001222304
"2608",7.6944e-05
"2609",1.8816e-05
"2610",0.000221984
"2611",9.0288e-05
"2612",8.64e-07
"2613",5.568e-06
"2614",0.000496448
"2615",0.002595632
"2616",0.000573136
"2617",0.000134368
"2618",1.0048e-05
"2619",0.000468112
"2620",8.448e-06
"2621",0.002510144
"2622",6.24e-07
"2623",0.5
"2624",0.000913888
"2625",0.002871648
"2626",3.2e-06
"2627",5.92e-07
"2628",5.92e-07
"2629",0.002051328
"2630",0.001486976
"2631",0.001168224
"2632",1.6e-08
"2633",1.28e-07
"2634",0.000199888
"2635",3.2e-08
"2636",0.001367872
"2637",7.52e-07
"2638",3.2e-08
"2639",5.6e-07
"2640",2.848e-06
"2641",2.56e-07
"2642",0.001192384
"2643",3.36e-07
"2644",0.002707344
"2645",0.000111664
"2646",0.000330816
"2647",0.000415536
"2648",0.00034304
"2649",3.52e-07
"2650",0.000338192
"2651",0.5
"2652",2.72e-07
"2653",2.24e-07
"2654",0.000773888
"2655",0.000107456
"2656",4.64e-07
"2657",2.24e-07
"2658",0.006667488
"2659",0.001345872
"2660",0.00478768
"2661",4.128e-06
"2662",4.8e-08
"2663",6.24e-07
"2664",4.8e-08
"2665",1.6e-08
"2666",1.6e-08
"2667",2.32e-06
"2668",1.92e-06
"2669",2.096e-06
"2670",0.001630928
"2671",0.001557504
"2672",0.5
"2673",6.296e-05
"2674",1.6e-08
"2675",7.04e-07
"2676",6.4e-08
"2677",4.4112e-05
"2678",3.52e-07
"2679",0.000850992
"2680",0.000141328
"2681",9.6e-08
"2682",0.00034232
"2683",0.003377072
"2684",0.002026048
"2685",0.003387728
"2686",0.002729392
"2687",0.001002208
"2688",0.000159248
"2689",3.68e-07
"2690",8e-08
"2691",0.00072056
"2692",0.00070312
"2693",0.00047848
"2694",0.003299568
"2695",0.000285072
"2696",0.001683248
"2697",0.001890272
"2698",4.8e-08
"2699",0.000121968
"2700",0.002216528
"2701",0.000826288
"2702",0.000507072
"2703",5.6e-07
"2704",0.001838912
"2705",6.4656e-05
"2706",0.000439152
"2707",0.00010008
"2708",0.002234096
"2709",5.856e-06
"2710",0.5
"2711",3.664e-06
"2712",0.00616008
"2713",2.24e-07
"2714",0.002019328
"2715",0.003164192
"2716",0.00103472
"2717",8.48e-07
"2718",0.001300544
"2719",0.000506928
"2720",2.4e-07
"2721",5.44e-07
"2722",3.584e-06
"2723",2.4e-07
"2724",5.12e-07
"2725",8e-08
"2726",1.12e-07
"2727",0.000875232
"2728",9.6e-08
"2729",4e-07
"2730",0.001833312
"2731",7.84e-07
"2732",9.6e-08
"2733",2.4e-07
"2734",5.12e-07
"2735",0.002384016
"2736",0.002389488
"2737",0.00058648
"2738",3.024e-06
"2739",2.24e-07
"2740",0.001928992
"2741",3.8128e-05
"2742",1.6e-08
"2743",0.00043552
"2744",4.8e-08
"2745",0.000263216
"2746",4.8e-08
"2747",0.003898304
"2748",1.6e-08
"2749",0.000316704
"2750",6.0848e-05
"2751",1.152e-06
"2752",0.006506384
"2753",4.8e-07
"2754",1.12e-07
"2755",4.0112e-05
"2756",5.28e-07
"2757",1.28e-07
"2758",0.004031344
"2759",1.0448e-05
"2760",0.001964416
